Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      36/137         __gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >::base() const [145]
-----------------------------------------------
                0.00    0.00      29/29          __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > > std::vector<Piece*, std::allocator<Piece*> >::emplace<Piece*>(__gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [46]
[70]     0.0    0.00    0.00      29         bool __gnu_cxx::operator==<Piece* const*, Piece**, std::vector<Piece*, std::allocator<Piece*> > >(__gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > > const&, __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > > const&) [70]
                0.00    0.00      29/74444084     __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >::base() const [11]
                0.00    0.00      29/137         __gnu_cxx::__normal_iterator<Piece* const*, std::vector<Piece*, std::allocator<Piece*> > >::base() const [145]
-----------------------------------------------
                0.00    0.00       7/7           void std::vector<Piece*, std::allocator<Piece*> >::_M_insert_aux<Piece*>(__gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [47]
[71]     0.0    0.00    0.00       7         __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >::difference_type __gnu_cxx::operator-<Piece**, std::vector<Piece*, std::allocator<Piece*> > >(__gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > > const&, __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > > const&) [71]
                0.00    0.00      14/74444084     __gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >::base() const [11]
-----------------------------------------------
                0.00    0.00       6/4323692     void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [53]
                0.00    0.00      36/4323692     void __gnu_cxx::new_allocator<Piece*>::construct<Piece*, Piece*>(Piece**, Piece*&&) [191]
                0.00    0.00 1080876/4323692     _ZN9__gnu_cxx13new_allocatorIP5PieceE9constructIS2_IRKS2_EEEvPT_DpOT0_ [86]
                0.00    0.00 1081030/4323692     void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [35]
                0.00    0.00 2161744/4323692     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [29]
[78]     0.0    0.00    0.00 4323692         operator new(unsigned long, void*) [78]
-----------------------------------------------
                0.00    0.00       7/3242635     void std::vector<Piece*, std::allocator<Piece*> >::_M_emplace_back_aux<Piece* const&>(Piece* const&) [48]
                0.00    0.00 1080876/3242635     decltype (_S_construct({parm#1}, {parm#2}, (forward<Piece* const&>)({parm#3}))) std::allocator_traits<std::allocator<Piece*> >::construct<Piece*, Piece* const&>(std::allocator<Piece*>&, Piece**, Piece* const&) [28]
                0.00    0.00 1080876/3242635     _ZNSt16allocator_traitsISaIP5PieceEE12_S_constructIS1_IRKS1_EEENSt9enable_ifIXsrSt6__and_IINS3_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS2_PSA_DpOSB_ [38]
                0.00    0.00 1080876/3242635     _ZN9__gnu_cxx13new_allocatorIP5PieceE9constructIS2_IRKS2_EEEvPT_DpOT0_ [86]
[79]     0.0    0.00    0.00 3242635         Piece* const& std::forward<Piece* const&>(std::remove_reference<Piece* const&>::type&) [79]
-----------------------------------------------
                0.00    0.00 3242535/3242535     std::enable_if<std::__and_<std::allocator_traits<std::allocator<int> >::__destroy_helper<int>::type>::value, void>::type std::allocator_traits<std::allocator<int> >::_S_destroy<int>(std::allocator<int>&, int*) [82]
[80]     0.0    0.00    0.00 3242535         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [80]
-----------------------------------------------
                0.00    0.00 3242535/3242535     std::vector<int, std::allocator<int> >::back() [21]
[81]     0.0    0.00    0.00 3242535         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [81]
-----------------------------------------------
                0.00    0.00 3242535/3242535     void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [37]
[82]     0.0    0.00    0.00 3242535         std::enable_if<std::__and_<std::allocator_traits<std::allocator<int> >::__destroy_helper<int>::type>::value, void>::type std::allocator_traits<std::allocator<int> >::_S_destroy<int>(std::allocator<int>&, int*) [82]
                0.00    0.00 3242535/3242535     void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [80]
-----------------------------------------------
                0.00    0.00 1081030/1081030     std::vector<int, std::allocator<int> >::push_back(int&&) [17]
[83]     0.0    0.00    0.00 1081030         std::remove_reference<int&>::type&& std::move<int&>(int&) [83]
-----------------------------------------------
                0.00    0.00      36/1080912     Table::getRes(std::string, std::string) [315]
                0.00    0.00 1080876/1080912     Table::algoCSP(std::vector<Piece*, std::allocator<Piece*> >&) [2]
[84]     0.0    0.00    0.00 1080912         Piece::getRotation() [84]
-----------------------------------------------
                0.00    0.00       7/1080909     void std::vector<Piece*, std::allocator<Piece*> >::_M_emplace_back_aux<Piece* const&>(Piece* const&) [48]
                0.00    0.00      56/1080909     std::vector<Piece*, std::allocator<Piece*> >::_M_check_len(unsigned long, char const*) const [231]
                0.00    0.00 1080846/1080909     Table::algoCSP(std::vector<Piece*, std::allocator<Piece*> >&) [2]
[85]     0.0    0.00    0.00 1080909         std::vector<Piece*, std::allocator<Piece*> >::size() const [85]
-----------------------------------------------
                0.00    0.00 1080876/1080876     _ZNSt16allocator_traitsISaIP5PieceEE12_S_constructIS1_IRKS1_EEENSt9enable_ifIXsrSt6__and_IINS3_18__construct_helperIT_IDpT0_EE4typeEEE5valueEvE4typeERS2_PSA_DpOSB_ [38]
[86]     0.0    0.00    0.00 1080876         _ZN9__gnu_cxx13new_allocatorIP5PieceE9constructIS2_IRKS2_EEEvPT_DpOT0_ [86]
                0.00    0.00 1080876/3242635     Piece* const& std::forward<Piece* const&>(std::remove_reference<Piece* const&>::type&) [79]
                0.00    0.00 1080876/4323692     operator new(unsigned long, void*) [78]
-----------------------------------------------
                0.00    0.00 1080845/1080845     std::enable_if<std::__and_<std::allocator_traits<std::allocator<Piece*> >::__destroy_helper<Piece*>::type>::value, void>::type std::allocator_traits<std::allocator<Piece*> >::_S_destroy<Piece*>(std::allocator<Piece*>&, Piece**) [88]
[87]     0.0    0.00    0.00 1080845         void __gnu_cxx::new_allocator<Piece*>::destroy<Piece*>(Piece**) [87]
-----------------------------------------------
                0.00    0.00 1080845/1080845     void std::allocator_traits<std::allocator<Piece*> >::destroy<Piece*>(std::allocator<Piece*>&, Piece**) [89]
[88]     0.0    0.00    0.00 1080845         std::enable_if<std::__and_<std::allocator_traits<std::allocator<Piece*> >::__destroy_helper<Piece*>::type>::value, void>::type std::allocator_traits<std::allocator<Piece*> >::_S_destroy<Piece*>(std::allocator<Piece*>&, Piece**) [88]
                0.00    0.00 1080845/1080845     void __gnu_cxx::new_allocator<Piece*>::destroy<Piece*>(Piece**) [87]
-----------------------------------------------
                0.00    0.00 1080845/1080845     std::vector<Piece*, std::allocator<Piece*> >::pop_back() [90]
[89]     0.0    0.00    0.00 1080845         void std::allocator_traits<std::allocator<Piece*> >::destroy<Piece*>(std::allocator<Piece*>&, Piece**) [89]
                0.00    0.00 1080845/1080845     std::enable_if<std::__and_<std::allocator_traits<std::allocator<Piece*> >::__destroy_helper<Piece*>::type>::value, void>::type std::allocator_traits<std::allocator<Piece*> >::_S_destroy<Piece*>(std::allocator<Piece*>&, Piece**) [88]
-----------------------------------------------
                0.00    0.00 1080845/1080845     Table::algoCSP(std::vector<Piece*, std::allocator<Piece*> >&) [2]
[90]     0.0    0.00    0.00 1080845         std::vector<Piece*, std::allocator<Piece*> >::pop_back() [90]
                0.00    0.00 1080845/1080845     void std::allocator_traits<std::allocator<Piece*> >::destroy<Piece*>(std::allocator<Piece*>&, Piece**) [89]
-----------------------------------------------
                0.00    0.00 1005999/1005999     Table::addPiece(int, int, Piece*, int) [15]
[91]     0.0    0.00    0.00 1005999         Piece::setPlaced() [91]
-----------------------------------------------
                0.00    0.00  641832/641832      Table::removePiece(int, int) [33]
[92]     0.0    0.00    0.00  641832         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [92]
-----------------------------------------------
                0.00    0.00       8/770         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [65]
                0.00    0.00      36/770         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [9]
                0.00    0.00      37/770         parseFile(Table*, std::vector<Piece*, std::allocator<Piece*> >&, std::string) [7]
                0.00    0.00      42/770         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [49]
                0.00    0.00     123/770         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&) [63]
                0.00    0.00     524/770         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [146]
[93]     0.0    0.00    0.00     770         std::vector<int, std::allocator<int> >::size() const [93]
-----------------------------------------------
                0.00    0.00     648/648         void std::swap<int*>(int*&, int*&) [113]
[94]     0.0    0.00    0.00     648         std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [94]
-----------------------------------------------
                0.00    0.00       2/570         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [293]
                0.00    0.00      16/570         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [65]
                0.00    0.00      36/570         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [9]
                0.00    0.00      36/570         int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [51]
                0.00    0.00      42/570         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [49]
